person_id,first_name,last_name,date_of_birth,driver_license_number,driver_license_state,address_line_1,address_line_2,city,state,postal_code,country,lob_type
625a545a-7bca-ded4-ca57-3a13d34b0a54,Jordan,Smith,1979-01-06,WA8849643,WA,272 Main Street,,Seattle,WA,98083,US,Personal
6b761955-cd74-60e3-6193-77a3f513f298,Alex,Thompson,2012-05-14,CA4796331,CA,273 Main Street,,San Mateo,CA,94926,US,Personal
0bffea66-2b40-1922-dc87-532716c77a2d,Logan,Nguyen,2014-02-16,OR8325169,OR,274 Main Street,Apt 374,Eugene,OR,97064,US,Personal
316893c9-f185-e281-8da7-f26c040caa7c,Jordan,Garcia,1986-10-16,OR9606455,OR,275 Main Street,,Eugene,OR,97340,US,Commercial
4cc97c06-8ce2-de59-e654-df926d9432bb,Logan,Nguyen,1994-01-23,AZ3526035,AZ,276 Main Street,,Tempe,AZ,85162,US,Commercial
142e20bc-be4f-9b2e-65be-d95901476e6c,Alex,Garcia,2008-04-01,WA3520154,WA,277 Main Street,Apt 377,Seattle,WA,98398,US,Personal
4c16034d-1129-e5e7-4ae9-706594897d09,Morgan,Thompson,2007-03-25,CA5028097,CA,278 Main Street,,Walnut Creek,CA,94845,US,Personal
e7c5fc20-556b-794a-7835-fe404efe7b8e,Taylor,Smith,2009-02-12,WA8705572,WA,279 Main Street,,Tacoma,WA,98259,US,Personal
15e719ec-416d-6002-12cd-e62ce3defe49,Alex,Thompson,2023-03-24,OR9165093,OR,280 Main Street,Apt 380,Eugene,OR,97316,US,Personal
e459a2de-9d3b-3c0f-c7c7-2444413bd432,Morgan,Patel,1998-07-17,WA8352505,WA,281 Main Street,,Seattle,WA,98336,US,Commercial
8e58a569-853e-5552-2a8f-08ae079e088d,Logan,Smith,2019-07-22,NV1599008,NV,282 Main Street,,Henderson,NV,89148,US,Personal
1311453c-ab46-7217-f3a7-c3b94e716c71,Jordan,Garcia,1977-01-04,NV7816223,NV,283 Main Street,Apt 383,Henderson,NV,89188,US,Personal
ece89734-450f-fa98-823d-b9cde668a88c,Morgan,Smith,1983-06-29,WA1376012,WA,284 Main Street,,Seattle,WA,98350,US,Personal
df84c933-4bcc-6c39-747c-aba361aca006,Taylor,Rivera,2018-07-25,WA9209355,WA,285 Main Street,,Tacoma,WA,98077,US,Personal
2445220b-cc9a-fc7e-22d6-a553beb14016,Taylor,Thompson,1974-10-07,OR1701689,OR,286 Main Street,Apt 386,Eugene,OR,97173,US,Commercial
abf0cfa4-cb39-ff0e-1ad5-fef45c905ab2,Taylor,Smith,1980-02-29,CA1307020,CA,287 Main Street,,Walnut Creek,CA,94673,US,Personal
478fece0-fb2c-b572-6aa4-989ea7e5feea,Morgan,Smith,2018-12-19,OR9108321,OR,288 Main Street,,Portland,OR,97246,US,Personal
a4aa978d-cf11-2d96-6dab-711838927203,Avery,Rivera,2016-07-19,OR6333516,OR,289 Main Street,Apt 389,Eugene,OR,97112,US,Personal
5d2c0b22-0bac-38ef-8114-e551b1db01b5,Morgan,Zhou,2017-12-13,WA3105765,WA,290 Main Street,,Tacoma,WA,98467,US,Personal
bf65b414-05f2-b67b-ffd3-d46cd1047303,Avery,Garcia,1979-08-27,AZ3501922,AZ,291 Main Street,,Tempe,AZ,85292,US,Personal
b6a35065-115d-2c69-b301-eb60a7347ad8,Casey,Thompson,1989-01-26,NV2211829,NV,292 Main Street,Apt 392,Henderson,NV,89036,US,Personal
6bdc680d-22a3-8bb1-a379-baf859362fc7,Avery,Rivera,2001-02-17,WA4656018,WA,293 Main Street,,Tacoma,WA,98447,US,Personal
7dd2fb2a-51c5-22b6-73aa-61c31381e690,Casey,Thompson,1990-05-25,NV4279507,NV,294 Main Street,,Henderson,NV,88992,US,Personal
0e7bb071-3ef0-b61c-1153-a55958232622,Morgan,Rivera,2017-10-23,CA4519949,CA,295 Main Street,Apt 395,San Mateo,CA,94703,US,Personal
d30bee75-727e-dbd0-eca4-a63a53bc3eae,Taylor,Smith,2002-03-22,WA5563129,WA,296 Main Street,,Tacoma,WA,98018,US,Commercial
2c022819-4168-01b9-832c-c0bdeeae5c33,Morgan,Smith,2005-12-26,AZ9221734,AZ,297 Main Street,,Tempe,AZ,85126,US,Commercial
a862fcb3-bba1-55ad-9927-fbc6ccec2096,Morgan,Patel,2010-08-12,OR5261162,OR,298 Main Street,Apt 398,Eugene,OR,97337,US,Personal
c3fe704d-1233-1922-d66b-9ec37206081b,Logan,Rivera,1986-12-06,WA6179592,WA,299 Main Street,,Seattle,WA,98591,US,Personal
